id	ServiceCount	UniqueBeneficiaries	BeneficiaryServiceCount	TotalAllowed	TotalCharged	TotalPayment
5043	143920	36629	73075	4346464	7543368	3282765
54047	77636	10002	20072	2069168	3645701	1572846
29141	30886	15711	30646	1099074	1714658	773776
6069	80758	40925	74423	4083531	10211975	3059387
8073	3085	479	537	85024	156321	68985
18171	2916	2316	2835	266110	978329	209289
21105	9247	1816	3320	257092	375325	190768
42051	478636	153478	284355	21922196	49143720	16787436
18059	388755	89642	146260	14469575	31571443	11111654
46075	2126	182	450	21678	35404	17790
6075	2850785	1359074	2140368	244688021	754251830	189297765
39125	15783	6020	12086	679620	898654	501334
33009	798433	462424	633150	48742058	218659443	37212719
40041	160869	81952	129487	7538139	14340060	5645279
6035	62406	13575	30139	3453774	9509558	2670602
13213	49373	26549	44633	2230844	5098980	1601768
53023	5741	2250	4313	162804	342609	126733
49035	6839785	1476742	2129235	217597316	462875877	178828072
51760	7882587	3255040	4229962	209844109	505249099	193027834
54051	88507	46557	76883	5388575	11928899	4096259
41057	9069	4816	8618	439884	1003260	317907
42025	290609	119262	202315	15600973	28818052	11780860
21015	232804	114734	191950	13735591	24683372	10266114
13087	56668	26676	38661	2623011	4651967	1935531
47103	85081	47109	80940	3128515	6896886	2301460
20089	8308	882	2832	203531	230663	156202
29085	149	68	103	11692	12272	8602
20141	15965	4638	10285	506116	682193	360507
18033	40709	25209	37309	2350939	5113093	1707468
13257	180007	94277	154774	8523933	17713134	6425263
51073	165738	87236	141119	7384624	14702995	5516697
21169	9943	3344	8111	325736	484805	225481
27025	81117	26599	41742	3423530	10437834	2602238
6099	2172729	894197	1495300	125599199	351939603	97524334
12111	3051811	778675	1361443	134892513	308617622	105108256
50011	161103	73153	126995	7412986	16726502	5567236
29005	30938	6802	13405	777614	1230806	581918
46033	5634	1646	3048	263420	405745	191698
6101	915298	371040	621067	45655599	133709036	35322260
20031	14994	10963	14823	542648	1173688	417114
72141	7478	2839	5914	133452	141112	107758
53015	287134	146837	227760	15448617	36762610	11731051
26061	121215	47479	74558	4360555	11803455	3288730
31027	9741	2695	4306	270713	402763	201790
54087	35032	9620	14894	1295677	2643107	961871
17039	25005	11174	23137	1105526	2764142	836279
5047	36333	10645	24674	1177314	2158342	838620
2195	323	205	315	22097	34539	17251
46055	8317	585	867	136370	224967	107429
6085	7987451	3818405	6090280	432019101	1184060018	342012357
19183	88920	24204	49477	2737932	4909037	2054421
37085	355453	127482	230183	16794848	40070859	12786699
21129	26708	3779	7604	608501	1063216	469972
5037	100388	24837	46699	2784839	5220982	2082201
13201	16491	5077	10718	760134	1787510	580717
6097	2819368	759419	1328134	155099482	411709639	120294468
25009	3898172	1847645	3101210	211807893	585444185	163004307
18169	73168	25599	42462	2733500	4699466	1984717
55045	100308	56866	86472	5856391	21231823	4369900
13231	839	688	839	33439	37663	22158
29061	13322	3097	7711	429762	637359	320034
46039	1860	1369	1500	112240	257351	88616
42087	198843	89197	148816	10439106	27864274	7946084
23009	263524	100525	202430	11730590	29173609	9013581
1107	88669	23946	42993	3080444	5260488	2311334
36017	106386	48255	87998	5316915	10580426	3910132
27017	64818	29763	51605	2031098	5126042	1534255
47169	24112	5465	11609	885673	2158711	662063
54075	15218	5410	9473	670213	1532594	497159
47179	1331136	631885	970639	67239076	184680659	51660324
21019	1397073	531423	857988	62415115	161223402	48318922
13017	70803	19110	37556	2905051	5006230	2172262
13207	48939	16057	27717	1712068	3025984	1287269
48341	32400	10769	18861	1306406	2454359	976846
48475	6136	1055	2193	244509	607517	192285
47037	10559112	3765985	5789314	434490456	1177926971	345315503
20079	417155	92589	195531	15426316	38112641	11795085
42005	118756	44391	78407	6514867	12091150	4943347
19051	13338	7000	13255	705527	1479326	510029
46015	14458	4332	7492	438334	777608	337487
13043	18472	3274	8276	606543	956217	461965
54031	52303	4906	10834	1116874	2173798	873347
30065	9284	2861	4112	442262	948103	348537
48297	1102	526	788	26624	41367	22994
13249	4314	1695	2475	178319	323809	122815
21239	42430	16474	34168	1968282	3978416	1448883
8079	1843	399	408	40353	157682	31842
16029	5340	1701	4435	190236	225717	136296
24510	5322280	2496105	3730298	330733981	846038667	255666688
51047	160135	89198	128698	9784844	26134937	7397784
33015	1240390	634262	1016187	75362520	178741877	57707543
47001	634107	296567	450881	32599089	84674266	24851360
36037	107978	48064	79951	5397380	12025152	4003327
22115	167933	78200	130667	8741698	22979666	6633868
31037	10332	1800	8064	330504	511736	246151
17147	6930	3900	6650	385267	820313	262261
49029	4641	1896	3659	245551	371768	185132
53057	447029	234341	371702	28172042	59114644	21518598
54085	21187	2160	5615	442300	590265	340608
21211	121607	54990	89456	5888489	14754386	4420271
46023	34513	9913	19239	1013906	1688512	753323
24033	3804894	1394998	2325783	216369601	490530429	167320924
46013	746448	150506	262981	23469184	35041451	18169329
40073	35264	13384	27786	1558805	3052995	1121975
22043	1519	482	1519	98612	117466	71543
51775	871497	317710	488307	41115982	119446458	31639039
22073	1810240	696264	1155558	82240905	216744441	63639114
1019	108525	31808	60839	3129226	5783607	2386211
48017	18739	5401	9694	634016	1527932	490780
26067	164026	22774	44847	4804936	7571205	3694790
28063	5022	3046	5008	201936	357485	161850
28091	47737	23277	42586	2042362	4036484	1537601
8039	9957	3431	5466	378347	501390	269417
48327	4684	144	208	79373	272198	63386
1049	290239	90146	159551	10694460	22751588	8106436
56031	30317	8882	16227	1008752	1570009	744831
53061	1895176	857325	1309852	87556283	232313438	67075785
26087	276741	118515	219497	16026263	29752520	12184449
51159	44783	12116	29947	1365182	2073157	1062748
48131	9289	542	776	190727	419523	152032
31123	3519	1665	3016	260186	710076	197691
48463	133376	47459	75044	5909606	13262259	4508394
1091	365771	54098	97095	7476263	12854532	5713497
21155	99856	50307	75872	3011875	7396820	2367395
17151	4814	221	463	147144	158627	117714
55025	2952042	1477019	2101874	145268248	674178562	111572627
48027	1060437	608126	838208	60432406	193329964	46029646
18149	67619	9930	19767	1871541	3384635	1431060
51740	692205	197243	329028	34723546	70832205	26734630
40057	21108	5144	12710	734361	1466548	551620
30099	7618	2337	3979	307327	460596	223416
53003	101686	43076	78180	5625521	10717171	4268771
5149	82547	23675	47387	2828160	5269211	2139598
51139	31867	15568	23722	1434404	2285866	1062134
20093	5578	2125	4039	325703	630097	233214
21005	54001	15192	23260	1595134	2354570	1198994
36041	19212	3623	11649	516608	720762	387340
37005	36676	16136	27933	1866232	3689975	1370301
21087	44777	12905	24109	1291995	2012851	970464
39049	11272845	6190580	9053716	400645533	1170813778	324765316
48309	1682137	578170	878703	63497907	181340649	48582019
21153	38044	6498	13165	993439	3231694	780366
5083	35168	9064	13294	1781618	5754419	1385297
40127	48967	15831	27389	1263992	2244935	969915
45083	1944618	903318	1344559	90109693	270559059	68138315
2220	20789	7158	12469	1383539	2758222	1060853
39105	41246	9857	17342	1465513	2280606	1067868
42007	434776	223792	349896	20320984	44201708	15541364
27149	19980	4065	7179	593918	1074716	456195
47123	145176	44876	78575	6063029	13117560	4643853
1115	116185	54967	97898	4495909	9067365	3413694
17041	41201	12619	33715	1636240	2888303	1200948
36027	2706114	953148	1632939	129047360	306016736	100052573
55011	12333	1108	5278	319526	517109	244659
19111	152574	63425	110524	7311762	16263128	5449930
20111	178064	83479	146145	8839413	16922261	6681488
16049	16187	6496	10853	661263	880746	492813
55005	286817	80438	133608	10149832	36489846	7568835
48303	3551004	1169434	1903676	143920860	390872167	111443051
26073	165720	93943	143164	10459479	22015769	7818066
36123	14098	8435	13000	955555	1466329	686320
37131	57533	12546	22288	1794309	3084510	1369520
55135	126329	55278	105476	4080478	9855613	3104268
26161	10029359	2813646	8913083	203440183	496132791	160419577
4003	418156	158416	253712	23078682	47495020	17464537
51059	5061459	2161658	3207981	278085862	718753648	215110560
17027	74325	26603	55943	3132626	6401519	2328421
20171	4293	3262	4279	269504	448753	200586
16079	33718	11599	22881	1277710	2012555	937802
28041	5662	1632	4189	274552	947956	215116
13189	64940	28831	55871	3237047	7763868	2370246
26051	36854	17700	34708	1632678	3262832	1209596
27139	105149	38867	69656	3392470	8589407	2522058
20055	193985	78054	122295	11544822	29963567	8822510
37165	201651	99663	159546	12541743	29487884	9483946
51071	50825	26075	44715	2115798	3305559	1569929
5071	72878	43461	68405	3522160	4995013	2552265
31071	5840	1587	3775	163170	222009	130203
51660	764826	293849	451003	32811784	65519947	24889375
36009	434838	111049	193841	14975399	30873103	11353188
32033	5212	2206	3432	400026	741881	301852
17083	22779	11982	22165	1189206	2530380	909080
26125	20683473	8324731	14056822	879930288	1964877943	697009098
54039	2471622	947168	1448010	115516066	309411567	88950789
54033	622568	236704	397540	27050407	61377313	20491546
24021	1930739	538819	940438	80896834	182673858	61972718
13285	524942	194652	326383	19770692	56859772	15123210
48265	597305	227268	381590	29436160	67182800	22586971
48083	9844	2895	4675	379061	831699	294033
13269	13719	653	977	292577	388480	232404
48189	112524	49914	82789	5147785	11144252	3863657
17105	231479	46402	120992	7890272	14809998	5917863
46005	93898	39691	77741	2676302	4607259	2021592
40103	16221	6791	11079	794260	1368802	582173
51590	1245134	407078	635397	40303498	92656848	31257864
28081	2047023	843311	1203773	80648348	248131004	62072871
55133	1894120	888338	1387028	91414541	319666781	69230653
12005	1943965	787239	1285485	123113262	320713061	95145179
48401	287466	47234	73449	8455063	23913555	6638616
4005	564918	200907	295127	32645760	90581721	25080466
1063	19474	6298	9960	833716	1016648	646054
48483	6135	850	2237	199559	254952	143793
28127	87778	42702	76970	2995714	6007996	2211530
40113	26356	6525	12099	872271	2136950	660156
40025	3262	914	1742	105248	147049	75576
20021	121127	38596	63664	7854419	29383744	6067879
48445	16745	6729	11849	771311	1261994	583387
21203	41521	12767	18473	1409270	2895120	1076827
6009	72820	33217	58180	4315229	8210584	3281128
27031	2388	951	2292	61995	160401	47251
28111	12957	3227	8105	430665	490289	307754
29019	4671991	1241323	2216653	113700325	345229641	89955524
5063	426839	190843	306994	20881435	40991089	15899167
21035	311304	165356	254666	13602993	31571668	10312961
39009	437759	85339	149183	9154394	21599882	6927262
19045	448911	170409	336020	15803514	42552317	12048030
5029	66710	28738	48954	2626944	5602256	1942186
72053	30992	15516	27683	1259060	1505157	954604
29029	344754	154424	223713	14809553	45571853	11243635
5067	104964	36255	72413	3706714	7443036	2798097
36079	506053	201442	410700	29772616	79966679	23002485
29071	441109	183919	273504	19677907	44894258	14967160
40081	69990	20071	37463	2075858	5336450	1580373
37055	180634	66809	107326	7568467	17708006	5727448
16041	15065	7078	12231	725907	1342658	527881
20003	3349	1566	3349	143799	273959	108297
47119	621003	361995	519002	35875312	99186322	27411044
54019	182781	56987	99277	7533081	16579925	5774060
16011	69216	37746	57933	2387737	5500983	1886293
47049	204680	65945	125254	6400949	13705104	4926288
28123	26263	9827	20040	869376	1716625	653791
51690	383614	178160	278463	18137591	34070234	13822458
51169	58353	23274	42867	1998590	4191488	1479439
72045	4705	2185	4623	101397	169507	80891
40093	9600	1647	3872	299652	420134	222885
47079	317207	138044	232049	15749876	45656961	12087647
49043	52105	15870	33995	2136501	5064728	1610047
1029	34413	7411	13162	1288434	1835075	987030
48411	9784	1034	1705	198716	353790	158366
34005	2879260	1013880	1689345	166845076	405557802	128945344
10001	1239040	470470	776865	64141823	146610233	48989528
39165	726906	183409	266789	27091566	51446795	22696584
37111	101077	33831	58405	4013579	7028794	2977177
39057	276442	128007	228313	17206898	38608708	12784839
49007	73562	31612	53739	3825059	8702320	2845824
29027	69702	22103	44715	2636016	4924014	1963855
28085	137312	80635	127338	7164579	18552663	5386390
55007	33083	3710	8161	736700	1293193	566161
47087	23189	4519	8729	750246	832166	579117
21177	163438	55995	98156	5023772	12550084	3935691
39173	254321	123265	200434	16685622	30793293	12524334
16035	31683	6681	21812	1102975	1501299	831675
1079	153323	26636	53691	4787725	7066626	3699750
39069	46491	18678	33222	1871307	3016708	1373639
38063	9803	1589	2396	200352	302189	156965
53033	12743503	4466063	6733531	555048105	1310052423	449335193
19103	1091044	637887	875488	63383347	237594840	48395820
48163	10730	3816	7819	458735	763917	342343
37161	377078	154092	258668	13967164	38035963	10542910
42123	171507	87879	150059	11601352	24285299	8815688
56003	13204	3763	7425	449958	701877	340781
21137	43660	9386	16651	1237664	2638019	968360
13183	530	452	525	22506	32340	16244
2122	86617	44027	69947	6199001	13416530	4593972
48171	436246	154601	247202	16112454	43326566	12397939
41063	14528	6643	14277	610294	873303	439416
39075	28873	15139	26808	1505371	2418239	1082835
51125	41990	10368	22941	1250041	1883161	953535
23025	78585	36158	56987	3532519	7069072	2623370
29219	60981	19963	38298	2191467	4232860	1634254
29057	11161	3759	9592	407556	678306	286762
37015	542223	47923	88103	12401282	16322577	9893602
51800	955539	288774	496323	36879462	104041702	28368145
12027	119299	26665	50675	3784391	6221261	2868241
28005	4787	3188	4636	219668	507767	165132
13123	68116	21238	44371	2711850	5037137	2028928
72151	14393	5096	11400	283572	316305	226388
20167	15389	4768	9009	663212	980151	503473
29135	67750	11407	23692	1498782	2038733	1128210
12019	1228453	395681	724258	69526231	168014969	53627439
51061	298311	118478	200368	13796339	30105136	10533254
39037	395388	53509	102240	11845175	23787280	9230767
42113	19033	3757	7155	638593	1151526	468044
26117	212047	77941	135991	9739266	18379200	7352132
36117	94723	34840	62445	4671879	8552737	3452620
12015	4136690	1135206	1965632	170319101	337679429	133363374
48001	415494	172981	288913	16233398	57126360	12629959
13305	136072	47278	88688	5742837	13873583	4354431
31103	386	26	28	9136	11416	7309
34013	5601691	2209068	4043911	371982875	902067318	290745307
16083	301800	151269	236300	17546684	36075609	13305879
42127	146806	63139	103122	8688091	21482951	6598260
18107	151487	48526	74525	5164496	9008116	3839438
22057	527555	242247	387844	24217113	71983798	18315659
45003	1256491	333824	567407	50260429	102717886	38692015
18053	357697	164778	252379	18791575	43712429	14315441
27115	8827	4460	8790	382157	677786	271234
47013	196678	62838	112219	7376574	15790923	5630752
21187	28416	4583	12392	1557342	3919335	1225226
2180	787	397	785	59423	69247	43122
12095	7936934	3268135	5019992	436532068	1154024479	340761991
45079	4631263	1448832	2262868	180899733	495950695	138965785
42117	109523	52177	79952	5095839	10999406	3776310
72029	16648	6262	15208	569803	708212	449538
12121	73749	28686	53353	3646994	5396709	2753523
19091	7751	2812	7499	320449	466595	225404
36085	2663512	932615	1810214	151170651	331014161	117269222
36119	7882956	3233380	5788778	479586084	1047640452	373166477
2170	157899	59075	102610	10370926	28834719	7792024
37181	195673	112959	176226	11669975	27294302	8796694
17189	27142	7408	12932	975538	1443065	728928
49013	31470	18032	27113	1914681	4472854	1407448
26035	63267	24268	50763	3238881	7279845	2391101
20047	7608	2361	7608	352675	507061	253309
51810	2952892	1086179	1706740	151866150	344838260	116772410
37189	467060	204331	310517	20424178	46281559	15650144
2050	2485	2079	2483	256379	910157	192830
39115	27746	3914	10195	677124	958607	521952
18083	396932	157136	236816	18840541	42093473	14158546
1053	125886	52979	80354	5017019	10114213	3774109
6115	112997	56067	97882	8056640	18817239	6168783
17047	16532	4264	10979	477359	673775	357542
26131	6265	1354	2318	229515	340476	170500
21221	39287	7844	14614	1154443	1717464	851027
48375	2869281	958617	1536949	130050111	377110768	101001850
17173	30814	16883	27274	1393302	2178389	1013710
26047	621339	279665	382581	30802508	65749838	23646408
16021	10242	3271	6860	447832	885093	331903
47063	757339	261863	452008	30561897	73278448	23340167
29107	61726	17461	36616	2135138	4557274	1637789
46041	3349	1702	2500	103942	204053	75844
1129	7895	4145	6757	295705	422989	217122
72107	8438	1960	3571	138226	146746	111971
8103	4780	1864	3044	201442	504931	148493
47005	75518	24636	60028	2118669	4289698	1634001
48209	498448	212239	349547	29768622	77136179	22855149
20041	33695	12218	25313	1572395	2572474	1168443
24029	128798	62646	107715	8089888	15191129	6047694
38077	43797	23363	38354	1886956	4295954	1394593
47097	59659	18579	31778	2143119	4355853	1621474
72115	28136	2590	6415	491793	515057	391124
48245	3082738	1009844	1677045	118851044	383096490	92026296
19197	25244	7666	14787	880689	1487224	661274
27047	66893	42552	64272	3853068	11686826	2821867
39159	85331	40087	61770	4887419	11026282	3696199
19149	48422	14081	39385	1578519	2834177	1146836
27009	7663	3455	7275	462883	635138	355133
48077	13884	6059	12711	635596	1155055	452875
6003	202	150	202	11006	42226	7476
38013	1708	50	54	19418	25638	15527
72069	45021	23551	42231	1971932	2713827	1512405
48251	361609	174483	289248	21535256	54784464	16311004
13299	735686	163621	322877	26353331	66217144	20455939
47059	504624	131309	243895	13766640	34998437	10357555
38003	47998	19527	31253	1569923	3589090	1193983
12023	1315946	285305	628647	31767354	79061009	25195430
28137	87170	37202	75832	3166862	7466612	2371897
8009	3477	980	2051	98611	154820	76682
12107	343384	112728	188980	19996793	45472466	15435735
19179	252687	151022	235265	11344352	22606964	8581199
16027	321754	166638	256461	15536900	33830619	11758712
22093	22957	7943	20066	1334324	2136861	1022071
28067	548361	250287	376568	24141241	61641829	18462406
5117	11062	891	1455	203583	237353	163242
72109	5681	2404	4726	120103	130101	100067
20209	948081	495074	691958	54376627	148713070	41600120
38071	81102	35457	62204	2501991	6536353	1894346
13241	77660	23432	41579	2730847	5532226	2084578
18093	132762	69123	110119	6870988	16650589	5061704
41027	59064	24394	38339	2526150	6524915	1906622
5107	50266	27656	45623	2413867	5306454	1794352
55001	3939	2073	3921	99529	421747	76480
15001	293299	138630	219765	18524250	38930008	13533794
13147	67012	22404	41405	2523574	4849079	1853437
45009	49535	23958	34106	1923536	5628968	1521321
17145	44539	11781	27249	1680316	2861757	1272813
20181	38029	4609	8078	1711854	5878421	1321970
48405	15279	7291	13172	566633	1513195	412378
4017	286635	121895	193108	14655083	38891422	11061604
17133	73774	16015	35167	2530164	4863580	1907184
54079	248051	57595	107132	8057719	16529718	6076669
51037	27473	7100	13080	817718	1311989	613119
39123	64631	31446	52662	3257667	5673287	2409417
55017	99906	39214	71110	5176817	13987044	3847643
21097	140236	47538	87136	3677730	7000354	2745420
40001	56937	17330	32591	2105869	3333121	1578355
20105	5990	1343	2678	177468	243062	138558
19053	8002	4050	7990	221875	475932	161478
18155	15327	2802	4891	549174	976010	413461
45017	397	316	397	35049	87978	26621
25013	3354115	1564993	2529097	175308720	431519939	134769360
45085	1141907	392244	641117	39263467	116738947	30306569
22105	492512	244402	413263	27406177	81520344	20856116
28095	100582	56760	92680	4430524	12158719	3327051
30041	20153	11552	15283	801412	1576040	600849
27155	1666	398	1174	60545	93549	45681
27055	27603	10803	21137	937325	2324636	701582
26055	1261436	592023	895537	87609638	179095273	67680362
16001	1301878	714025	1005357	72009949	171053815	55104104
45021	390275	65059	136273	12723753	27948764	9783532
19133	22193	13403	20423	716499	1902298	552070
8095	7551	3175	7481	331577	632810	238438
48455	8468	2207	3389	387895	1258474	300706
28143	6184	3596	5476	208805	355472	137807
18047	12089	2214	3876	404250	585566	306125
31083	8440	4466	8037	386338	635799	270114
51550	1310173	474812	762975	57384174	128604442	43652237
8121	2803	248	632	83951	174790	61374
13057	651968	254694	419315	31109852	66157530	23810403
29129	25424	3115	9030	622920	1019007	485665
55015	9888	4750	9703	540448	1849076	387457
12117	2535825	764622	1419520	130639944	274138382	101041189
13115	1610635	668482	1021834	75571981	207131779	57934800
1005	101962	30278	58805	3972538	7925349	2967770
6047	1088185	375867	690919	55258134	125892126	42692666
13069	176973	97088	158417	10727557	29181350	8210133
37047	520804	166066	334090	19458507	46549624	15020039
48421	7984	1330	2442	130607	223887	99217
21039	24991	5252	12433	506450	687599	368928
33017	539278	298987	456250	34534657	94468878	26347800
42031	120125	49245	82067	4913730	9559330	3688086
13141	9012	750	1713	251975	369278	195764
21043	123009	25082	45531	3558505	6230601	2703146
51197	232395	82944	134959	9038904	20353185	6804070
21149	36478	4891	9344	719137	1304264	547345
45065	2322	962	2000	33655	83703	27721
22035	4065	2003	4065	227167	462054	176151
13071	132928	80983	121881	7850152	19560175	5977712
40019	456360	207856	316315	23862606	56566430	18277144
18133	74015	21637	41897	2778069	4889096	2053439
20085	20630	5369	9967	768330	1155844	564188
26101	68816	32989	62226	2666401	4948891	1969494
4011	11929	4054	5811	373966	1157452	288694
21191	22239	4608	7964	606309	1178642	448774
29189	10321834	3884241	6261447	480932604	1236424256	370163611
6083	3303650	1286340	2130897	179222541	437621057	139817730
44003	874291	317237	576166	45225141	97628709	34543907
34039	4760807	1671680	2932722	267750483	589751076	210271320
19033	514109	289118	406652	30342173	79671706	23076507
21067	4189068	1741436	2556026	197759611	537146704	153533445
42059	80841	20311	47663	2983443	6004290	2270056
51015	354440	169167	259056	25698628	45250241	19447422
29153	9835	623	771	204533	303067	162163
22003	41826	16575	30715	2234649	5302260	1660034
56015	37007	14021	24769	1527270	2109188	1120721
9013	365421	125463	222190	17692614	37290128	13563708
41007	123878	47028	75303	4802848	11049373	3611710
5009	263677	113639	216703	12152379	27521755	9183163
29067	11292	3617	10686	281767	522285	201186
21121	87672	32057	58026	4567840	9333785	3570673
31049	1036	70	81	25530	30557	20424
20039	4356	1074	2003	135731	177662	106025
48011	3864	887	1624	132956	206759	106265
25023	3728821	1221491	2540293	121914983	295913266	94739679
27067	241256	107844	172349	9839312	26531328	7580425
48021	88087	37571	76030	4997218	12825288	3639936
27173	16157	7436	15350	814451	1337694	586763
32017	23403	4442	9593	732278	1254777	557820
31015	16047	2698	7436	376250	517294	286774
8031	4627794	1922981	3123946	161956487	462300868	131158318
28117	195732	57946	106932	6639442	15804808	5048042
36039	156229	44158	102542	5806426	8976724	4422687
16005	502939	152454	243608	18401741	42709924	14020822
31145	58040	28774	54972	2385204	4047036	1733838
31021	5519	1400	4370	389086	672218	286405
29163	24539	14689	23598	1367107	3684980	1040307
28025	58740	29295	48501	2670538	3992216	1941987
13021	2990903	964822	1473832	132151613	393583068	102190253
22015	272485	132159	215705	15012956	34487149	11382256
47133	115758	48323	87968	4240076	7771722	3237266
21061	31829	6811	14382	915139	1425460	708402
48473	31823	6327	20098	1568199	3133945	1127516
21099	74051	16350	32456	1881781	3731734	1474400
21119	14810	6983	14089	715007	976276	535331
13031	331941	164278	255951	19087249	58008230	14644697
17195	286002	126674	210884	12636687	42934569	9575800
21107	481737	233016	343963	20293839	43815613	15546410
45055	397894	164412	262331	16774582	32294051	12816964
31047	38725	17868	32557	1835019	2796487	1352758
37071	2022133	581268	909267	74157614	198635972	56594915
29149	1853	672	1853	92350	95866	64282
31091	5366	1398	2741	110444	150030	82008
13049	10484	2943	5113	471106	967127	360047
27157	28823	8831	17748	1030792	2383985	770144
48015	52373	18700	34114	2311289	5507847	1709016
48097	74082	29196	47951	4081513	9637898	3063396
56029	114151	56881	94804	7421493	21036637	5649109
13077	474829	205711	303859	24167844	65786525	18332423
51011	88724	25296	45193	2151617	2841606	1663409
56037	100703	35693	57066	4854022	16098823	3704078
21197	40244	5994	11157	1033611	1816290	802747
20013	24601	10062	19685	1239083	2503330	942922
26139	576533	210574	371746	23304806	48485081	17435858
18075	53814	17202	34163	2126054	4492799	1564831
46029	195925	99785	161683	9143142	21061728	6975147
53029	129065	60078	108580	6455638	12388639	4720005
19029	21261	8736	19227	1051980	1720919	714492
17107	68466	22480	40311	2154129	4946843	1699343
19189	37570	6331	18588	1021928	1732669	762800
30097	122	96	122	9638	20131	7387
22013	1512	1173	1369	83702	344144	62851
46063	1480	221	442	26724	39555	20047
48397	215656	95825	168694	12754004	35542919	9668051
72125	26082	13561	23036	1499616	1609910	1129170
50021	329028	145737	260868	15444294	33755466	11540100
42063	236353	85609	151441	11085504	24219316	8431204
22045	367194	189471	288627	19595297	60265209	14853982
54091	19384	7267	12184	946205	1386624	707152
48315	12365	5946	9955	535225	1165688	378973
16067	7976	3479	6907	415615	631105	293811
9005	743368	324383	550337	37308946	91681629	28469160
53007	644096	356548	552605	29308017	70204831	22972393
28133	17512	10421	16757	995649	2173179	752377
48057	54540	22755	37190	1692017	4214063	1329970
5057	139114	20127	34967	3927715	8415366	3040179
28107	104794	45060	82307	4676534	11508775	3502008
51700	2011434	702297	1089189	85113368	217522493	65634423
39043	1452376	239426	420435	36133556	107349263	27744343
18065	208071	93883	154333	7600119	18397838	5814281
41015	180725	25994	52545	7339732	32844835	5692734
48063	47362	10610	19385	1597066	3108783	1217732
21143	38655	8299	15295	1073712	1866671	780964
53019	3534	315	1114	108891	138689	84141
17079	21952	4483	9125	677507	1041863	519721
35013	932179	355864	576666	48424837	120975555	36878360
22087	11099	5461	9605	801585	1900375	600484
22009	84073	38349	67894	3849634	9330343	2890800
17157	168676	39741	66376	6466060	14649449	5000489
40007	2176	796	1610	66802	106254	46118
8001	1138953	481794	718667	63528464	200133541	49120175
42069	2728106	900450	1629735	123047171	272486623	94818318
35047	69378	30468	61658	3920612	7709051	2790690
5015	68361	34599	55837	3112104	6828622	2274374
27071	31341	3221	7655	616350	1216344	476576
31151	20576	5696	12904	546519	856089	427616
1073	15422008	7735087	11155949	459616418	1370387340	375721840
53047	66771	23142	48842	2991334	5945457	2282867
10005	1603148	707060	1169200	96243027	194001576	73570926
6051	10914	3667	6847	442919	1255261	336304
27101	10886	3560	7803	600132	1647453	460496
19113	1531409	705259	1106933	70799062	172008506	54527647
6061	1523250	470220	843724	77354569	187701483	59289719
42041	2026329	645311	1162446	97815965	201498955	75327994
37153	201897	101858	184662	11674777	30980153	8810600
20015	228930	81661	168284	9782015	20027395	7428232
26013	17109	4720	8555	701101	1173770	507378
26151	88957	36984	73811	3965529	6221453	2937980
19001	6219	2847	5742	306256	448537	214421
26003	29395	8022	15265	1201430	1971680	887748
29089	14735	3857	7570	430817	951640	317436
21073	256101	112532	186089	14616093	37581045	11161619
37101	667177	278168	454018	32319805	77079805	24942457
46103	872643	425183	643129	50947674	112418520	39187935
51007	63973	8059	15042	1940406	2616996	1537247
40047	655164	255673	452594	30552831	66731724	23407952
40125	310053	140607	237263	12667758	28000971	9579891
35051	13670	4966	12333	637276	2087709	458563
37143	26811	9556	16064	896235	1154120	665470
17123	24781	7389	14197	949207	1514098	703655
30071	6334	1585	2328	170305	294105	134547
47161	40863	9153	18007	1045411	1812501	772396
19081	23483	4827	9439	777810	1199910	583879
53059	13337	1236	3006	368286	510079	291264
51830	248	112	248	10502	11175	5708
6041	1013247	449826	703604	69487747	158338597	53569167
37025	1067588	490767	730002	61728058	169182886	46882321
55115	96973	33601	58859	2502976	6121773	1929587
72061	206513	59568	100720	6630764	7566316	5183688
13291	356444	80050	152016	13849464	35380674	10681935
49033	6696	522	4830	138685	201671	109191
51113	24081	8119	14251	831254	1185746	606847
13171	17255	9907	16272	1002924	1915499	714741
12065	14893	1560	3016	495771	703853	385689
46111	1852	167	259	39027	55121	31234
48113	25503790	10884687	16667804	1004702517	3121361156	801530958
72021	346747	144459	252405	14561430	19436085	11087726
36107	54082	19996	40005	2260771	4525821	1634785
20091	6774345	3412957	5398657	234347001	693353941	190070973
38105	71717	34656	52014	3352896	8201088	2483341
47185	116855	45128	77201	5620502	12978004	4231229
46125	12623	2030	6400	346046	453978	258933
54009	36047	10271	22368	1528066	2402954	1152361
36047	19344944	6656178	14766008	900070816	1913028842	717075708
51840	1429660	634918	953626	63598861	150911770	48635313
35005	600804	168282	287417	21594509	45115475	16471649
36051	77713	29718	51430	3681410	6783676	2760961
50003	267756	113409	197368	12834288	27648701	9688823
28075	1233953	582323	889666	58938306	166713998	45328945
22113	219810	65466	152065	6550950	18022624	4975446
17077	485306	186538	274043	25400675	68628256	19529073
49023	14807	6073	9920	833249	1527508	626007
8107	51732	27887	42269	3531088	9115441	2652111
48109	135	94	135	12035	27422	9072
37129	3965784	1554650	2467126	193384220	535272317	148865265
51153	842044	262948	463269	44340736	120203659	33836887
39087	171783	39946	80013	7342168	14059711	5573324
21075	33355	7302	14493	1106964	2679256	858436
13199	44696	12026	26676	1859014	3117613	1392498
