id	ServiceCount	UniqueBeneficiaries	BeneficiaryServiceCount	TotalAllowed	TotalCharged	TotalPayment
54045	186168	57162	101864	9021653	19485071	6833656
36021	275396	119285	197071	13803469	28900602	10666234
47003	104098	43117	77025	5357473	11300721	3973865
51057	75146	40934	63433	3340547	7469695	2536051
51051	86403	9810	18021	2401072	5783965	1848002
29113	106734	32883	58556	4714545	10946836	3617617
48377	6761	737	1200	152454	226747	117671
37183	6389648	2075267	3230109	270203467	739651119	208945958
18089	6282237	1980028	3487932	289687988	738686734	225197875
42125	503498	244730	391107	29033418	66039477	22227811
13007	1956	768	1048	76563	138919	62112
13243	6989	1321	2209	277355	393784	211509
20063	16939	5167	10791	752443	1005361	562336
30033	603	397	603	25237	58063	16045
20129	8989	4506	7004	482656	746702	364224
40021	158650	60793	111006	10158173	26050617	7704455
54107	813608	393050	627951	39681019	104447435	29991764
26023	133113	55871	95795	7602999	16823364	5663669
37159	596886	245492	392606	27613328	65595563	20776676
47159	89369	25526	50038	2929383	7765316	2194012
20199	4404	306	666	77221	92487	61496
27053	4442824	2123179	3124770	235194600	624954042	180734637
56025	1440275	202624	340231	30940204	101388925	23839241
37045	658459	349233	534293	33891955	79895107	26003249
36045	587114	226513	377343	24834762	59195925	18897525
26119	122186	5567	13107	2127553	6364935	1678761
31041	68492	21250	50350	2144399	3529190	1634187
13179	149035	54743	95290	7285845	17269358	5623899
48235	838	791	836	104306	670227	80027
13101	138	138	138	2402	2402	2402
28035	2763869	955680	1441045	116794352	331668171	90592814
51121	770862	229941	349385	27827840	76007789	21354096
18157	1202113	482417	702763	63579634	214081944	48591248
56033	110131	55401	86533	6430356	16642213	4780339
21091	21409	6138	8391	479544	1229952	359538
37097	1436213	518034	882366	60103556	143111616	46130369
31055	4987832	1858038	2900289	208869976	554342213	160685904
4019	5823792	2141328	3423061	317877162	759866116	245973872
45087	67287	27905	44517	3075559	8090855	2330050
29131	65718	12173	19114	1502991	2576149	1131247
31169	2328	1400	1944	168162	256149	127594
31099	5138	1696	4086	246480	349543	183109
47175	8372	1019	1549	181203	216940	144828
22001	163441	83446	152484	7232430	16093214	5525127
18163	2069475	765311	1162915	97350934	265744200	74522632
37121	53248	19131	27868	2075820	3473821	1539273
44001	96158	44598	76411	5408566	9462924	4031405
45037	83834	8273	22574	2731571	4927741	2136095
19055	11315	5185	10363	598924	1097914	437477
8093	7533	1707	3743	231285	379938	175922
19039	18086	10581	17815	765488	1501517	534595
30073	4294	2343	4176	195045	260195	139513
48403	52137	11066	15752	1451863	3038157	1118353
6067	8990037	4361000	6729344	361235827	1119801254	289466943
16039	20955	8806	18301	1043008	2418879	771285
27021	19895	8590	15131	612232	1209372	463789
51099	28764	5181	13544	991650	1321032	747197
18131	123083	8228	18685	2926613	4608596	2272935
12077	4130	240	376	86222	96748	68000
6059	17817805	5501506	10436541	943898755	2087576058	743726531
6053	2381782	780079	1385440	113604853	268948325	86948113
42057	32008	9252	16161	1276865	1994348	939285
29127	619439	161781	261940	17252892	59646766	13461781
13149	12149	881	1327	308548	924783	246457
27107	2164	1407	2155	116121	246091	79941
21037	217755	96964	152296	10618309	22062944	7948663
53075	132421	57610	95042	5301939	9904803	4018384
37067	2850781	1363805	1917970	149410997	390765866	115101459
21115	172205	46400	91119	6865514	17662972	5214629
48465	175294	49011	91465	5748412	13293750	4340461
21167	39056	11404	21578	1547122	2339191	1117190
41045	92792	42627	67476	5100247	10443198	3800759
6049	3809	2997	3734	229323	307389	163141
31125	2511	878	1007	132130	178040	95504
1039	291990	108756	194692	15391548	34414416	11709955
37037	41697	22110	36721	1929218	4457281	1409473
48499	108164	48708	87871	4448059	9922154	3341307
13279	579110	161722	282221	12767414	32084765	10046391
18045	29060	5456	10227	890855	1377929	694526
21145	1609598	638222	1004154	75250035	188692379	58046159
22061	469566	154166	286122	20356936	47477902	15732337
48429	8513	3844	8207	364891	530136	272626
47015	30631	10206	19388	1370708	2642949	1017438
48233	37049	9245	18548	1296183	2195440	983481
37079	43618	13601	26823	1910942	3622265	1425993
48059	23910	6718	12761	520632	1034125	407089
51013	921731	313142	488596	50490086	120179000	38685056
22103	1209337	604870	941191	75520928	218964173	57848405
26111	526937	257779	369084	27962290	61001427	21208766
55041	17736	3990	6315	468652	723196	350536
37083	340753	145624	246269	15797785	32019682	12074919
29065	32363	6603	13431	2121642	6855314	1627911
20083	6168	2053	4129	211477	331256	157529
55111	198264	68932	120032	8294956	18545736	6171778
9003	8150568	3293981	5361064	389466196	949674089	302176169
42033	643611	228478	339744	24938611	53637947	19008605
72054	3710	1676	3330	56775	60522	50189
18029	114584	53710	94715	6687660	10856920	5003044
21023	12267	2063	3166	303745	631084	237266
48159	7888	3536	7267	475122	1101743	362102
20037	271080	115023	210290	10656736	25389209	8156481
13227	180317	77086	131619	9291445	21392353	7040853
42133	2739500	1053076	1595232	122873554	266461718	93813292
42061	114437	45351	76850	5313461	10367349	3983089
40037	111083	32448	68504	4278703	7675861	3094979
54099	120260	31604	57394	2547366	5378386	2003364
29001	248335	89396	149389	11641010	27912124	8825262
39143	102902	58364	92867	5654482	12032940	4164524
21109	19136	2868	5940	444422	796196	346088
53035	1505420	557173	900608	78570554	177059837	60365616
33019	161190	48945	81145	5702085	9576302	4243049
21229	36589	7574	13946	977512	1411877	727953
56001	75378	32274	60272	3879541	8791862	2834730
31039	8947	2475	7976	442266	585411	326087
72147	276	103	276	12536	12539	7278
18035	1364029	581879	879227	62230015	166587592	47948031
21089	113590	36428	69797	5093245	10459687	3873348
17193	60163	8951	24490	1827000	3314811	1405218
28077	36929	19355	34936	1797447	2850846	1316160
29169	78881	16531	28985	1835522	3062330	1432803
21021	774411	212744	440703	29654310	67730782	24340456
18027	74148	20421	42899	3049841	6327759	2291008
42029	2340801	939968	1554631	136240429	291304592	105107237
35043	97400	43658	72798	5822887	11119023	4322367
54067	153919	39059	69374	5415869	13164055	4119191
32019	68256	12895	30791	2476382	5068701	1853358
21053	68665	18926	32775	3587941	9784053	2756607
5045	579513	206199	358563	28015909	59679712	21298128
13033	52760	19105	35465	1738017	3970812	1329329
48321	143962	58205	95878	7085761	20211011	5394178
27073	6814	2449	3838	227010	437859	175140
48435	14648	3208	5631	413249	675853	312584
29171	14145	2275	4690	333736	596165	250538
1095	488248	234442	363115	21189806	42043415	15794333
13105	43189	11775	20452	1441944	2576903	1126605
17137	144254	69064	115033	8397094	23603378	6361265
31185	62644	28399	52027	2212920	3845897	1658583
35059	9742	2305	4200	348269	610312	254588
13027	17089	8208	15446	983943	1601620	711588
72127	1235085	532016	938659	57630968	80082585	44398895
31001	298882	141899	262069	23651564	37562689	18411220
51049	844	310	330	12457	17651	10729
50023	280898	112639	233794	10927226	21681925	8170220
48313	12726	4403	10924	684902	2148018	524427
48395	21073	1811	3303	619758	809939	484406
27167	12346	1869	4562	421123	1083678	324969
72063	11239	4665	10526	452260	489821	343299
17169	12737	2186	6059	359750	479445	269409
19009	3061	561	3061	100419	129367	72567
27159	10185	5098	10122	581288	1075056	424699
45029	279188	54922	114790	11998073	28295900	9306629
23007	87212	49457	82984	4592085	11030322	3375793
47143	132939	39330	73927	4926111	8420884	3723609
48331	17558	8026	16062	1101221	2412819	839007
12053	3333587	535792	1085179	105584074	260831540	82406255
36013	518184	229173	355636	25804195	49091208	19546401
21009	3321291	209539	389218	20635113	50236313	16099299
50015	121878	24799	62752	3182161	6549565	2441343
54053	167245	45011	81261	5786953	10969542	4356317
13079	7239	4038	6625	284898	487288	202509
17119	1291378	579935	1032975	62244962	155549892	48168304
51720	117864	70033	104336	6386695	15903536	4722262
72137	27727	12768	26383	785190	1095721	622172
5139	373492	145389	235378	21180619	58441655	16195249
1109	96652	38007	60557	4172190	7936529	3112497
19027	136998	58339	107977	5682629	13365386	4258830
28037	11715	2237	2784	374122	1092491	295090
17035	15376	3415	4613	418030	534388	327074
18067	513971	243679	377801	29327959	76855614	22242748
39045	375051	162482	269898	24731833	48245328	18747528
20023	5270	1224	3388	212912	287967	162398
29081	38995	4200	9023	785608	1001793	614398
40009	147182	48461	86263	6818283	14820007	5154276
35019	8436	4228	6546	444261	850552	340818
42081	583658	282477	443146	35682110	84800045	27117543
35003	3193	541	924	39224	57735	32172
13315	8898	792	1078	235526	372957	189499
8075	38994	18380	29028	2203348	4333012	1639505
20099	108653	53997	88284	6053006	13479277	4581782
1093	262042	97329	186402	8596895	16395682	6635154
40049	79511	26532	53207	3241689	8328976	2447437
2164	12	11	12	903	1440	542
6073	27108402	10700935	18333010	993726657	2163062876	828917603
13095	827548	404055	622107	45390668	139544110	34757913
40121	290590	95474	153539	14599220	38892246	11107545
26019	50559	13051	30936	1547808	2203285	1149620
46117	428	352	428	5748	14674	5748
53045	87666	22324	48656	3473753	7560498	2648581
48493	63143	10729	22468	2338028	5355754	1788070
19083	68047	20631	39673	2468249	4604143	1825358
46101	6236	1134	3272	193093	236984	140496
37103	172296	63978	118384	4953960	14001883	3842591
40075	23412	9642	17906	1108632	1880938	813336
27013	376787	155202	229724	15010516	53029143	11436427
47141	811070	402870	592422	43549672	109720027	33196262
24041	751464	256416	388655	38433562	64692688	29522340
37145	102803	47122	73151	4794024	10185127	3581630
26009	17112	4121	12090	580006	901470	429065
6037	62511248	22767550	41310538	2919102222	7439645534	2311495420
48121	2315100	824263	1451419	119161068	329777781	92094214
39089	378810	194148	298954	23192629	44367192	17520097
72139	24892	12096	23145	600000	640609	491730
26069	134509	41837	62777	5398939	11616478	4079303
51155	156860	86427	143492	6560578	15268403	4990702
13197	11115	2175	4634	277508	334847	211749
21059	1380322	581895	941941	57969898	135244174	44978962
55021	151125	78523	131705	6338163	15980233	4689557
21027	65343	18808	37454	2652334	5694165	2005525
26153	6020	2031	4754	202365	322974	144862
50009	6853	2314	6850	72930	133215	62781
41055	1683	87	97	37954	80924	30251
37127	1617469	544132	878681	54272342	86489931	43562672
36105	338923	107301	231562	15208953	27214920	11684879
48115	16386	2348	3872	492000	743757	383002
18147	36072	10411	21809	1078315	1680495	789323
13065	4996	2065	4933	302475	432619	209489
